DeviceOn,Algorithm,Transpose,PBRange,Volume,Panorama,Pan<Key,Pan<Rnd,Tone,Spread,GlideOn,GlideTime,Osc-AOn,ACoarse,AFine,AFreq<Vel,AQuantize,AFixOn,AFixFreq,AFixFreqMul,Osc-ALevel,Osc-ARetrig,Osc-APhase,Osc-ALev<Vel,Osc-ALev<Key,Osc-AWave,Osc-AFeedb,Osc-A<Pe,Osc-A<LFO,AeAttack,AeInit,AeDecay,AePeak,AeSustain,AeRelease,AeMode,AeLoop,AeRetrig,AeR<Vel,Osc-BOn,BCoarse,BFine,BFreq<Vel,BQuantize,BFixOn,BFixFreq,BFixFreqMul,Osc-BLevel,Osc-BRetrig,Osc-BPhase,Osc-BLev<Vel,Osc-BLev<Key,Osc-BWave,Osc-BFeedb,Osc-B<Pe,Osc-B<LFO,BeAttack,BeInit,BeDecay,BePeak,BeSustain,BeRelease,BeMode,BeLoop,BeRetrig,BeR<Vel,Osc-COn,CCoarse,CFine,CFreq<Vel,CQuantize,CFixOn,CFixFreq,CFixFreqMul,Osc-CLevel,Osc-CRetrig,Osc-CPhase,Osc-CLev<Vel,Osc-CLev<Key,Osc-CWave,Osc-CFeedb,Osc-C<Pe,Osc-C<LFO,CeAttack,CeInit,CeDecay,CePeak,CeSustain,CeRelease,CeMode,CeLoop,CeRetrig,CeR<Vel,Osc-DOn,DCoarse,DFine,DFreq<Vel,DQuantize,DFixOn,DFixFreq,DFixFreqMul,Osc-DLevel,Osc-DRetrig,Osc-DPhase,Osc-DLev<Vel,Osc-DLev<Key,Osc-DWave,Osc-DFeedb,Osc-D<Pe,Osc-D<LFO,DeAttack,DeInit,DeDecay,DePeak,DeSustain,DeRelease,DeMode,DeLoop,DeRetrig,DeR<Vel,Time,Time<Key,PeOn,PeAttack,PeInit,PeASlope,PeDecay,PePeak,PeDSlope,PeSustain,PeRelease,PeEnd,PeRSlope,PeMode,PeLoop,PeRetrig,PeR<Vel,PeAmount,PeAmtA,PeDstB,PeAmtB,LFOOn,LFOType,LFORange,LFORate,LFOSync,LFOR<K,LFORetrigger,LFOAmt,LFOAmtA,LFODstB,LFOAmtB,LFO<Vel,LFO<Pe,LeAttack,LeInit,LeDecay,LePeak,LeSustain,LeRelease,LeEnd,LeMode,LeLoop,LeRetrig,LeR<Vel,FilterOn,FilterType,FilterCircuit-LP/HP,FilterCircuit-BP/NO/Morph,FilterSlope,FilterFreq,FilterRes,FilterMorph,FilterDrive,Filt<Vel,Filt<Key,FeAmount,Filt<LFO,FeAttack,FeInit,FeASlope,FeDecay,FePeak,FeDSlope,FeSustain,FeRelease,FeEnd,FeRSlope,FeMode,FeLoop,FeRetrig,FeR<Vel,ShaperType,ShaperMix,ShaperDrive
1.0,0.6,0.5,0.0833,0.6349,0.5,0.0,0.0,0.0,0.0,1.0,0.476,1.0,0.0208,0.0,0.5,1.0,0.0,0.4346,0.8,1.0,1.0,0.4,0.85,0.5,0.8636,0.0,1.0,1.0,0.1968,0.0,0.5,1.0,0.9062,0.4834,0.0,0.5398,0.2143,0.5,1.0,0.0625,0.005,0.5,1.0,0.0,0.4346,0.8,0.6746,1.0,0.8,0.5,0.5,1.0,0.0,1.0,1.0,0.1591,1.0,0.6328,0.5781,0.25,0.4834,0.0,0.5398,0.2143,0.5,1.0,0.1042,0.005,0.5,1.0,0.0,0.4346,0.8,0.6602,1.0,0.54,0.85,0.5,0.8636,0.0,1.0,1.0,0.0,0.0,0.5814,1.0,1.0,0.4834,0.0,0.5398,0.2143,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,0.5,0.5,1.0,0.0,0.4271,0.5,0.5909,0.4479,1.0,0.4896,0.3556,0.5,1.0,0.0,0.5398,0.2143,0.5,0.5397,1.0,0.0,1.0,1.0,0.3333,0.0,0.5039,0.2143,0.0,0.0,0.0603,1.0,0.0,1.0,0.5,1.0,0.0341,0.0,0.6136,0.8594,0.4297,0.3556,0.0,0.0,0.5398,0.2143,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.5635,0.0,0.0,0.8,0.5,1.0,0.0,0.0,0.0,0.5,0.6364,1.0,0.7656,0.3125,0.4659,1.0,0.6098,0.0,0.5398,0.2143,0.5,0.25,0.0,1.0
1.0,1.0,0.5,0.0833,0.5159,0.5,0.0,0.1,0.3016,0.0,0.0,0.5398,1.0,0.0417,0.008,0.5,1.0,0.0,0.5625,0.8,1.0,1.0,0.0,0.65,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.5814,0.9688,1.0,0.6562,0.0,0.5398,0.2143,0.5,1.0,0.0417,0.005,0.525,1.0,0.0,0.4346,0.8,1.0,1.0,0.0,0.65,0.5,0.6364,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0169,0.3556,0.0,0.5398,0.2143,0.5,1.0,0.0417,0.003,0.5,1.0,0.0,0.4346,0.8,1.0,1.0,0.0,0.65,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.2422,0.0,0.5398,0.2143,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2656,1.0,0.0169,0.3556,0.0,0.5398,0.2143,0.5,0.6,0.5,1.0,0.7109,0.625,0.5,0.6164,1.0,1.0,0.0,0.7534,0.5,1.0,0.5,0.5398,0.2857,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.75,0.0,0.0,1.0,0.3651,1.0,0.0,1.0,0.5,1.0,0.6172,0.0,0.5814,0.4746,1.0,0.3556,0.0,0.0,0.5398,0.2143,0.5,1.0,1.0,0.0,0.0,0.0,0.3047,0.1111,0.0,0.0,0.565,0.635,1.0,1.0,0.0,0.0,0.0,0.3203,1.0,1.0,0.0,0.0,0.0,0.2031,0.0,0.5398,0.2143,0.855,0.5,1.0,0.0
1.0,0.6,0.5,0.0833,0.5952,0.5,0.0,0.0,0.0,0.0,1.0,0.3556,1.0,0.0208,0.0,0.5,1.0,0.0,0.4346,0.8,1.0,1.0,0.4,0.85,0.5,0.8636,0.0,1.0,1.0,0.6705,0.0,0.5,1.0,0.9062,0.4834,0.0,0.5398,0.2143,0.5,0.0,0.0417,0.005,0.5,1.0,0.0,0.4346,0.8,0.873,1.0,0.8,0.5,0.5,0.4091,0.0,1.0,1.0,0.7273,0.0,0.3047,1.0,1.0,0.0,0.0,0.5398,0.2143,0.5,1.0,0.125,0.005,0.5,1.0,0.0,0.4346,0.8,0.6602,1.0,0.54,0.85,0.5,0.8636,0.0,1.0,1.0,0.0,0.0,0.5814,1.0,1.0,0.4834,0.0,0.5398,0.2143,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,0.5,0.5,1.0,0.0,0.4271,0.5,0.5909,0.4479,1.0,0.4896,0.3556,0.5,1.0,0.0,0.5398,0.2143,0.5,0.5397,1.0,0.0,1.0,1.0,0.3333,0.0,0.8333,0.2143,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0341,0.0,0.6136,0.8594,0.4297,0.3556,0.0,0.0,0.5398,0.2143,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0238,0.0,0.0,0.8,0.5,1.0,0.0,0.0,0.0,0.5,0.6364,1.0,0.7656,0.3125,0.4659,1.0,0.6098,0.0,0.5398,0.2143,0.5,0.25,0.0,1.0
1.0,0.7,0.5,0.5,0.6825,0.5,0.0,0.0,1.0,0.0,0.0,0.62,1.0,0.0208,0.0,0.5,1.0,1.0,0.666,0.2,0.8148,1.0,0.0,0.45,0.5,1.0,0.0,0.0,1.0,0.6591,1.0,0.4886,0.9531,0.0,0.4091,0.0,0.5398,0.2143,0.5,1.0,0.0208,0.0,0.5,1.0,0.0,0.4346,0.8,0.6634,1.0,0.0,0.5,0.5,1.0,0.6,1.0,1.0,0.0,0.0,0.6818,1.0,0.5625,0.5455,0.0,0.5398,0.2143,0.5,0.0,0.0208,0.0,0.5,1.0,0.0,0.4346,0.8,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.589,1.0,1.0,0.0959,0.0,0.5398,0.2143,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7123,1.0,1.0,0.3562,0.0,0.5398,0.2143,0.5,0.5,0.5,1.0,0.0,0.0,0.0312,0.2344,1.0,0.6562,0.5,0.3516,0.5,0.9453,0.0,0.5398,0.2143,0.5,0.7778,1.0,0.0,1.0,1.0,0.3333,0.0,0.782,0.2143,0.0,1.0,0.43,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.579,1.0,1.0,0.9886,0.0,0.0,0.5398,0.2143,0.53,1.0,1.0,0.0,0.0,1.0,0.3181,0.4921,0.0,0.0,0.765,0.5,0.76,0.0,0.5461,1.0,0.7179,0.6364,0.4141,1.0,0.0,1.0,0.0,0.0,0.0,0.5398,0.2143,0.29,0.0,1.0,0.0
1.0,0.8,0.625,0.2083,0.8254,0.5,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.0417,0.0,0.5,1.0,0.0,0.4346,0.8,0.619,1.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,0.6094,0.0,0.5398,0.2143,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.4,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.2969,0.2188,1.0,1.0,0.3125,0.0,0.5398,0.2143,0.5,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.4683,1.0,0.48,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.625,0.0,0.5398,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2955,0.1406,0.4091,1.0,1.0,0.6094,0.0,0.5398,1.0,0.5,0.5,0.5,1.0,0.2877,0.0,0.5,0.9688,0.1771,1.0,0.0,0.7812,0.5,1.0,0.25,0.1797,0.1429,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.5,0.194,0.2143,0.0,1.0,0.396,1.0,0.0,1.0,0.375,0.0,0.0,0.0,0.8281,0.4688,0.5547,0.8828,0.0,0.5,0.9062,0.3571,0.5,1.0,1.0,0.0,0.0,0.0,0.3492,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.2273,0.0,0.5,0.7109,0.0,1.0,0.0,0.6719,0.0,1.0,0.0,0.5398,0.2857,0.5,0.0,1.0,0.5
1.0,0.8,0.625,0.2083,0.5,0.5,0.0,0.0,0.627,0.0,0.0,0.5398,1.0,0.0,0.0,0.5,1.0,0.0,0.4346,0.8,0.9286,1.0,0.29,0.5,0.5,0.5909,0.0,1.0,1.0,0.0,0.0,0.7891,1.0,1.0,0.6953,0.0,0.5398,0.2143,0.5,1.0,0.0208,0.003,0.5,1.0,0.0,0.4346,0.8,0.6984,1.0,0.0,0.5,0.5,0.4545,0.0,1.0,1.0,0.0,0.0,0.4205,1.0,1.0,0.5859,0.0,0.5398,0.2143,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.4346,0.8,0.2698,1.0,0.01,0.5,0.5,1.0,0.15,1.0,1.0,0.0,0.0,0.6364,1.0,0.0,0.0469,0.0,0.5398,0.2143,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,0.5,0.5,1.0,0.0,0.625,0.5,0.6591,0.625,1.0,0.7917,0.3556,0.5,1.0,0.0,0.5398,0.2143,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.5039,0.2143,0.0,1.0,0.25,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.0,0.5398,0.2143,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.2619,0.0,0.2578,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.6641,1.0,1.0,0.5469,0.6875,0.0,1.0,0.0,0.5398,0.2143,0.5,0.0,1.0,0.6328
1.0,0.8,0.625,0.0833,0.55,0.5,0.0,0.0,1.0,1.0,1.0,0.512,1.0,0.0208,0.0,0.5,1.0,0.0,0.4346,0.8,0.6825,1.0,0.0,0.785,0.5,0.4091,0.33,1.0,0.0,0.3228,0.0,0.5814,1.0,1.0,0.8275,0.0,0.5398,0.2143,0.5,1.0,0.0417,0.0,0.5,1.0,0.0,0.4346,0.8,0.4444,1.0,0.0,0.8,0.5,1.0,0.4,1.0,0.0,0.3228,0.0,0.5814,1.0,1.0,0.8275,0.0,0.5398,0.2143,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.4346,0.8,1.0,1.0,0.0,0.8,0.5,0.0,0.0,1.0,0.0,0.3228,0.0,0.5814,1.0,1.0,0.8275,0.0,0.5398,0.2143,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,0.5,0.5,0.0,0.0,0.625,0.5,0.5814,0.625,1.0,0.5,0.3556,0.5,1.0,0.0,0.5398,0.2143,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.7266,0.2143,0.0,1.0,1.0,1.0,0.3043,1.0,0.5,1.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.0,0.5398,0.2143,0.5,1.0,1.0,0.0,0.0,0.0,0.3413,0.9818,0.0,0.0,0.925,0.5,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.3556,0.0,1.0,0.0,0.5398,0.2143,0.5,0.75,1.0,0.5547
1.0,1.0,0.0625,0.2083,0.4524,0.5,0.0,0.0,0.0,0.69,1.0,0.0,0.0,0.0208,0.0,0.5,1.0,0.0,0.2031,0.8,0.8661,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.675,1.0,0.6372,0.78,0.0,0.5938,0.5,0.2891,0.1429,0.41,0.0,0.2917,0.0,0.5,1.0,0.0,0.2031,0.8,0.7266,1.0,0.0,0.88,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2743,1.0,0.0,0.475,0.25,0.7266,0.2143,0.5,0.0,0.1458,0.0,0.5,1.0,0.0,0.2031,0.8,0.7795,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.15,0.0,0.8506,1.0,0.0,0.9219,0.0,0.4219,0.2143,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.6932,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5398,0.5,0.325,1.0,1.0,0.0,1.0,1.0,0.6667,0.5,0.0,0.2143,0.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5814,1.0,1.0,0.8672,0.0,0.0,0.5398,0.2143,0.5,1.0,0.25,1.0,0.0,0.0,0.5952,0.8828,0.0,0.0,0.5,0.5,1.0,1.0,0.0341,0.0,0.5,1.0,0.7241,1.0,0.0,0.5547,0.3047,1.0,0.0,0.8906,0.2143,0.5,0.0,1.0,0.5
1.0,1.0,0.5,0.2083,0.5556,0.5,0.0,0.0,1.0,1.0,0.0,0.33,1.0,0.0,0.0,0.5,1.0,1.0,0.4578,0.8,1.0,1.0,0.0,0.5,0.5,0.8636,0.0,1.0,1.0,0.0,0.0,0.0,0.25,1.0,0.6094,0.0,0.5398,0.2143,0.5,1.0,0.1875,0.123,0.5,0.0,1.0,0.322,1.0,0.8016,1.0,0.0,0.5,0.5,0.0455,0.0,0.0,1.0,0.0,0.6484,0.75,1.0,0.5,0.6641,0.0,0.5398,0.2143,1.0,0.0,0.125,0.02,0.525,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.6818,0.0,1.0,0.0,0.0,0.0,0.4219,1.0,0.0,0.5234,0.25,0.1406,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1406,0.6562,1.0,1.0,0.8281,0.0,0.5398,1.0,0.5,0.925,0.5,1.0,0.0,0.5,0.5,0.7422,0.0,1.0,1.0,0.0078,0.5,1.0,0.25,0.3203,0.1429,0.5,0.5,1.0,0.0,1.0,1.0,0.8333,0.0,0.228,0.0,0.0,1.0,0.71,1.0,0.0,1.0,0.375,1.0,0.0,0.0,0.625,1.0,1.0,0.8828,0.0,0.5,0.9062,0.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.2031,0.0,0.0,0.5,0.5,0.09,1.0,0.7123,0.0,0.5,0.6484,0.0847,1.0,0.0,0.7812,0.0,1.0,0.25,0.0078,0.2143,0.5,0.0,1.0,0.5
1.0,0.8,0.5,0.2083,0.5781,0.5,0.0,0.26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.2031,0.8,1.0,1.0,0.0,0.44,0.5,0.4091,0.0,1.0,0.0,0.5,1.0,0.6953,1.0,0.0,0.6668,0.0,0.2891,0.3571,0.32,1.0,0.0,0.0,0.5,1.0,0.0,0.2031,0.8,0.7857,1.0,0.0,0.44,0.5,0.0,0.0,1.0,1.0,0.6172,1.0,0.8125,1.0,0.0,0.6668,0.0,0.7266,0.2143,0.32,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.8,0.9603,1.0,0.0,0.5,0.5,0.0455,0.0,0.0,0.0,0.3828,1.0,0.7652,1.0,0.0,0.0,0.0,0.4219,0.2143,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,0.5,0.5,0.0,0.3864,0.5,0.5,0.5,0.6979,1.0,0.4688,0.3068,0.0,1.0,0.0,0.5398,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.574,0.2143,0.0,1.0,0.022,1.0,0.0,1.0,0.5,0.0,0.375,1.0,0.7866,1.0,1.0,0.2344,0.0,0.0,0.5398,0.2143,1.0,1.0,1.0,0.0,0.0,1.0,0.0267,0.3188,0.5,0.0,0.5,0.5,1.0,0.0,0.3977,1.0,0.5,0.6732,0.9062,1.0,0.1875,0.6868,1.0,1.0,0.0,0.5398,0.2143,0.32,0.0,1.0,0.5
1.0,0.0,0.625,0.2083,0.381,0.5,0.0,0.0,0.6984,0.0,0.0,0.6954,1.0,0.0417,0.0,0.5,1.0,0.0,0.4346,0.8,1.0,1.0,0.0,0.8,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.6932,1.0,0.0156,0.7721,0.0,0.5398,0.2143,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.4346,0.8,0.85,1.0,0.0,0.96,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.4773,1.0,0.9531,0.7539,0.0,0.5398,0.2143,0.5,1.0,0.0208,0.003,0.5,1.0,0.0,0.4346,0.8,0.3047,1.0,0.0,0.7,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.5682,1.0,0.0,0.3556,0.0,0.5398,0.2143,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,0.5,0.5,1.0,0.0,0.625,0.5,0.5814,0.625,1.0,0.5,0.3556,0.5,1.0,0.0,0.5398,0.2143,0.5,0.5238,1.0,0.0,1.0,1.0,1.0,0.0,0.698,0.2143,0.0,1.0,0.196,1.0,0.0,1.0,0.5,1.0,0.35,0.0,0.5814,0.3,1.0,0.7539,0.0,0.0,0.5398,0.2143,0.5,1.0,1.0,0.0,0.0,0.0,0.5938,0.4286,0.25,0.0,0.5,0.675,0.5,0.0,0.0,0.1,0.5,0.5814,1.0,1.0,0.6328,0.7539,0.0,1.0,0.0,0.5398,0.2143,0.5,0.0,1.0,0.5
1.0,0.0,0.5,0.2083,0.4249,0.5,0.0,0.0,0.5317,0.02,0.0,0.5398,1.0,0.0208,0.0,0.5,1.0,0.0,0.4346,0.8,0.9444,1.0,0.0,1.0,0.445,0.5455,0.0,1.0,1.0,0.0,0.0,0.7159,1.0,0.0,0.6875,0.0,0.5398,0.7143,0.435,1.0,0.125,0.0,0.5,1.0,0.0,0.4346,0.8,0.2422,1.0,0.0,0.47,0.52,0.0,0.0,1.0,1.0,0.0,0.0,0.5682,1.0,0.0,0.0,0.0,0.5398,0.3571,1.0,1.0,1.0,0.998,0.5,1.0,0.0,0.4346,0.8,0.4609,1.0,0.0,0.78,0.795,0.7273,0.0,1.0,1.0,0.0,0.0,0.5795,1.0,0.0,0.3556,0.75,0.5398,0.2143,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,0.5,0.5,1.0,0.0,0.625,0.5,0.5814,0.625,1.0,0.5,0.3556,0.5,1.0,0.0,0.5398,0.2143,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.5039,0.2143,0.0,1.0,0.25,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.0,0.5398,0.2143,0.5,1.0,1.0,0.0,0.0,0.0,0.9683,0.0952,0.0,0.0,0.55,0.5,0.5,0.0,0.0,0.0,0.5,0.5814,1.0,1.0,0.0,0.3556,0.0,1.0,0.0,0.5398,0.2143,0.5,0.25,1.0,0.2969
1.0,0.0,0.625,0.0833,0.5469,0.5,0.0,0.0,0.5512,0.0,0.0,0.618,1.0,0.0,0.0,0.5,1.0,0.0,0.4346,0.8,0.8889,1.0,0.0,0.635,0.5,0.0,0.0,0.0,1.0,0.0078,0.0,0.75,1.0,0.0,0.7031,0.0,0.5398,0.2143,0.5,1.0,0.0208,0.0,0.5,1.0,0.0,0.4346,0.8,0.6349,1.0,0.6,0.535,0.455,0.0,0.0,0.0,1.0,0.1172,0.0,0.6094,1.0,0.0,0.4297,0.0,0.5398,0.2143,0.17,1.0,0.0833,0.0,0.5625,1.0,0.0,0.4346,0.8,0.5827,1.0,0.0,0.655,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.3203,1.0,0.0,0.6641,0.0,0.5398,0.2143,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,0.35,0.5,0.0,0.0,0.625,0.5,0.5814,0.625,1.0,0.5,0.3556,0.5,1.0,0.0,0.5398,0.2143,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.7244,0.2143,0.0,1.0,0.1,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.0,0.5398,0.2143,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.855,0.375,0.945,0.0,0.0,0.0156,0.5,0.9133,1.0,1.0,0.5703,0.8672,0.0,1.0,0.0,0.5398,0.2143,0.5,0.0,1.0,0.5
1.0,0.0,0.5,0.2083,0.5249,0.5,0.23,0.13,1.0,0.0,0.0,0.5398,1.0,0.0208,0.0,0.5,1.0,0.0,0.4346,0.8,0.8968,1.0,0.0,0.91,0.415,0.0,0.0,1.0,0.0,0.3594,0.0,0.7614,1.0,0.6406,0.6641,0.0,0.5398,0.2143,0.5,1.0,1.0,0.008,0.5,1.0,0.0,0.4346,0.8,0.7381,1.0,0.0,1.0,0.745,0.8636,0.0,1.0,0.0,0.0,0.0,0.2955,1.0,0.0,0.3068,0.0,0.5398,0.2143,0.5,1.0,0.2292,0.125,0.5,1.0,0.0,0.4346,0.8,1.0,1.0,0.0,1.0,0.755,0.7727,0.0,1.0,0.0,0.0,0.0,0.3523,0.9844,0.0,0.0,0.75,0.5398,0.2143,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,0.5,0.5,0.0,0.0,0.625,0.5,0.5814,0.625,1.0,0.5,0.3556,0.5,1.0,0.0,0.5398,0.2143,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.62,0.2143,0.0,0.0,1.0,1.0,0.0435,1.0,0.5,1.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.0,0.5398,0.2143,0.5,1.0,1.0,0.0,0.0,0.0,0.9921,0.2698,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5814,1.0,1.0,0.0,0.3556,0.0,1.0,0.0,0.5398,0.2143,0.5,0.0,1.0,0.5
1.0,0.0,0.6146,0.0833,0.6111,0.5,0.0,0.23,0.3622,0.0,0.0,0.5398,1.0,0.0625,0.003,0.5,1.0,0.0,0.4346,0.8,0.7857,1.0,0.0,0.61,0.5,0.0,0.0,1.0,1.0,0.1188,0.0,0.8381,1.0,0.0,0.7614,0.0,0.5398,0.2143,0.5,1.0,0.0417,0.768,0.5,1.0,0.0,0.4346,0.8,0.6587,1.0,0.0,0.67,0.74,0.0,0.0,1.0,1.0,0.0,0.0,0.9773,1.0,0.3281,0.7386,0.0,0.5398,0.2143,0.5,1.0,0.2083,0.285,0.5,1.0,0.0,0.4346,0.8,0.4365,1.0,0.0,0.53,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.2955,1.0,0.0,0.7727,0.0,0.5398,0.2143,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8523,0.0,0.5398,0.2143,0.5,0.5,0.5,0.0,0.0,0.625,0.5,0.5814,0.625,1.0,0.5,0.3556,0.5,1.0,0.0,0.5398,0.2143,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.5039,0.2143,0.0,1.0,0.25,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.0,0.5398,0.2143,0.5,0.0,1.0,0.0,0.0,1.0,0.4379,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5814,1.0,1.0,0.0,0.3556,0.0,1.0,0.0,0.5398,0.2143,0.5,0.0,1.0,0.5
