DeviceOn,Algorithm,Transpose,PBRange,Volume,Panorama,Pan<Key,Pan<Rnd,Tone,Spread,GlideOn,GlideTime,Osc-AOn,ACoarse,AFine,AFreq<Vel,AQuantize,AFixOn,AFixFreq,AFixFreqMul,Osc-ALevel,Osc-ARetrig,Osc-APhase,Osc-ALev<Vel,Osc-ALev<Key,Osc-AWave,Osc-AFeedb,Osc-A<Pe,Osc-A<LFO,AeAttack,AeInit,AeDecay,AePeak,AeSustain,AeRelease,AeMode,AeLoop,AeRetrig,AeR<Vel,Osc-BOn,BCoarse,BFine,BFreq<Vel,BQuantize,BFixOn,BFixFreq,BFixFreqMul,Osc-BLevel,Osc-BRetrig,Osc-BPhase,Osc-BLev<Vel,Osc-BLev<Key,Osc-BWave,Osc-BFeedb,Osc-B<Pe,Osc-B<LFO,BeAttack,BeInit,BeDecay,BePeak,BeSustain,BeRelease,BeMode,BeLoop,BeRetrig,BeR<Vel,Osc-COn,CCoarse,CFine,CFreq<Vel,CQuantize,CFixOn,CFixFreq,CFixFreqMul,Osc-CLevel,Osc-CRetrig,Osc-CPhase,Osc-CLev<Vel,Osc-CLev<Key,Osc-CWave,Osc-CFeedb,Osc-C<Pe,Osc-C<LFO,CeAttack,CeInit,CeDecay,CePeak,CeSustain,CeRelease,CeMode,CeLoop,CeRetrig,CeR<Vel,Osc-DOn,DCoarse,DFine,DFreq<Vel,DQuantize,DFixOn,DFixFreq,DFixFreqMul,Osc-DLevel,Osc-DRetrig,Osc-DPhase,Osc-DLev<Vel,Osc-DLev<Key,Osc-DWave,Osc-DFeedb,Osc-D<Pe,Osc-D<LFO,DeAttack,DeInit,DeDecay,DePeak,DeSustain,DeRelease,DeMode,DeLoop,DeRetrig,DeR<Vel,Time,Time<Key,PeOn,PeAttack,PeInit,PeASlope,PeDecay,PePeak,PeDSlope,PeSustain,PeRelease,PeEnd,PeRSlope,PeMode,PeLoop,PeRetrig,PeR<Vel,PeAmount,PeAmtA,PeDstB,PeAmtB,LFOOn,LFOType,LFORange,LFORate,LFOSync,LFOR<K,LFORetrigger,LFOAmt,LFOAmtA,LFODstB,LFOAmtB,LFO<Vel,LFO<Pe,LeAttack,LeInit,LeDecay,LePeak,LeSustain,LeRelease,LeEnd,LeMode,LeLoop,LeRetrig,LeR<Vel,FilterOn,FilterType,FilterCircuit-LP/HP,FilterCircuit-BP/NO/Morph,FilterSlope,FilterFreq,FilterRes,FilterMorph,FilterDrive,Filt<Vel,Filt<Key,FeAmount,Filt<LFO,FeAttack,FeInit,FeASlope,FeDecay,FePeak,FeDSlope,FeSustain,FeRelease,FeEnd,FeRSlope,FeMode,FeLoop,FeRetrig,FeR<Vel,ShaperType,ShaperMix,ShaperDrive
1.0,0.7,0.5,0.2083,0.4918,0.5,0.0,0.0,0.7,0.7,0.0,0.6954,1.0,0.0208,0.0,0.5,1.0,0.0,0.2031,0.8,1.0,1.0,0.0,0.57,0.5,0.0,0.0,1.0,1.0,0.525,0.0,0.5814,1.0,1.0,0.525,0.0,0.5398,0.2143,0.5,1.0,0.0208,0.002,0.5,1.0,0.0,0.2031,0.8,0.5118,1.0,0.0,0.63,0.63,0.0,0.0,1.0,1.0,0.55,0.0,0.936,1.0,0.86,0.55,0.0,0.5398,0.2143,0.5,1.0,0.0417,0.003,0.5,1.0,0.0,0.2031,0.8,0.6562,1.0,0.0,0.605,0.5,0.0,0.0,1.0,1.0,0.35,0.0,0.5814,1.0,1.0,0.55,0.0,0.5398,0.2143,0.5,1.0,0.0208,0.0,0.5,1.0,0.0,0.2031,0.8,0.7031,1.0,0.0,0.5,0.5,0.9091,0.12,1.0,1.0,0.35,0.0,0.7225,0.58,0.1,0.3556,0.0,0.5398,0.2143,0.5,0.5,0.5,1.0,0.125,0.625,0.5,0.3811,0.4271,1.0,0.5,0.3556,0.5,1.0,0.0,0.5398,0.2143,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.784,0.2143,0.0,1.0,0.108,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.0,0.5398,0.2143,0.5,1.0,1.0,0.0,0.0,0.0,0.127,0.16,0.0,0.0,0.7,0.5,0.87,1.0,0.5,0.1,0.5,0.5814,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.5398,0.2143,0.5,0.25,1.0,0.25
1.0,1.0,0.5,0.2083,0.2937,0.5,0.0,0.0,0.6508,0.67,0.0,0.6954,1.0,0.0208,0.0,0.5,1.0,0.0,0.2031,0.8,0.6772,1.0,0.0,0.735,0.5,0.3636,0.0,1.0,1.0,0.0,0.0,0.7109,1.0,1.0,0.45,0.0,0.5398,0.2143,0.5,1.0,0.0208,0.008,0.5,1.0,0.0,0.2031,0.8,1.0,1.0,0.0,0.735,0.5,0.3636,0.0,1.0,1.0,0.0,0.0,0.7109,1.0,1.0,0.475,0.0,0.5398,0.2143,0.5,1.0,0.0,0.998,0.5,1.0,0.0,0.2031,0.8,1.0,1.0,0.0,0.735,0.5,0.3636,0.0,1.0,1.0,0.0,0.0,0.7266,1.0,1.0,0.45,0.0,0.5398,0.2143,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.2031,0.8,0.227,1.0,0.17,0.735,0.5,0.0,0.12,1.0,1.0,0.0,0.0,0.7109,1.0,1.0,0.525,0.0,0.5398,0.2143,0.5,0.49,0.5,1.0,0.1,0.625,0.5,0.5305,0.4062,1.0,0.5,0.3556,0.5,1.0,0.0,0.5398,0.2143,0.5,0.572,1.0,0.0,1.0,1.0,0.8333,0.0,0.7698,0.2143,0.0,1.0,0.127,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.0,0.5398,0.2143,0.5,1.0,1.0,0.0,0.0,0.0,0.3386,0.5873,0.0,0.0,0.825,0.5,0.925,0.0,0.7146,0.1,0.5,0.5814,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.5398,0.2143,0.5,0.0,1.0,0.5
1.0,0.6,0.1875,0.2083,0.4841,0.5,0.0,0.0,0.7,1.0,0.0,0.6954,1.0,0.5625,0.0,1.0,1.0,0.0,0.2031,0.8,1.0,1.0,0.0,0.5,0.5,0.8182,0.0,1.0,0.0,0.3068,0.0,0.6705,0.9655,0.9375,0.5227,0.0,0.5398,0.2143,0.5,1.0,0.2708,0.0,0.5,1.0,0.0,0.2031,0.8,1.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.6932,1.0,0.0,0.5,0.0,0.5398,0.2143,0.27,1.0,1.0,0.385,0.5,1.0,0.0,0.432,0.8,0.9048,1.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,0.1591,0.0,0.7273,0.9655,1.0,0.3556,0.0,0.5398,0.2143,0.5,1.0,0.5208,0.0,0.5,1.0,0.0,0.2031,0.8,0.8968,1.0,0.0,0.5,0.5,0.0,1.0,1.0,1.0,0.3182,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,0.5,0.5,1.0,0.0,0.625,0.5,0.5814,0.625,1.0,0.5,0.3556,0.5,1.0,0.0,0.5398,0.2143,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.627,0.2143,0.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.0,0.5398,0.2143,0.5,1.0,0.0,0.5,0.0,0.0,0.1905,0.0397,0.0,0.0,1.0,0.5,0.72,0.0,0.0,0.1,0.5,0.5814,1.0,1.0,0.5,0.3556,0.0,1.0,0.0,0.5398,0.2143,0.5,0.0,1.0,0.5
1.0,0.5,0.5,0.2083,0.6111,0.5,0.0,0.0,0.7,0.33,0.0,0.5398,1.0,0.0833,0.0,0.5,1.0,0.0,0.4346,0.8,1.0,1.0,0.0,0.835,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.6023,1.0,0.0,0.8438,1.0,0.5398,0.2143,0.5,1.0,0.3125,0.0,0.5,1.0,0.0,0.4346,0.8,0.0,1.0,0.0,0.835,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.4773,1.0,1.0,0.4496,1.0,0.5398,0.2143,0.5,1.0,0.0208,0.0,0.5,1.0,0.0,0.4346,0.8,0.3479,1.0,0.0,0.835,0.5,0.0,0.0,1.0,0.0,0.4453,0.0,0.7386,1.0,1.0,0.4496,1.0,0.5398,0.2143,0.5,1.0,0.1667,0.235,0.5,1.0,0.0,0.4346,0.8,0.5391,1.0,0.0,0.835,0.5,0.6364,0.18,1.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.7188,0.0,0.5398,0.2143,0.5,0.65,0.5,1.0,0.0,0.625,0.5,0.0,0.625,1.0,0.5,0.3556,0.5,1.0,0.0,0.5398,0.2143,0.5,0.2937,1.0,0.0,1.0,1.0,0.6667,0.0,0.874,0.3571,0.0,1.0,1.0,1.0,0.0435,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5398,0.2143,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.5938,0.75,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5814,1.0,1.0,0.0,0.3556,0.0,1.0,1.0,0.5398,0.2143,0.5,0.0,1.0,0.5
1.0,1.0,0.0625,0.2083,0.4524,0.5,0.0,0.0,0.0,0.69,1.0,0.0,0.0,0.0208,0.0,0.5,1.0,0.0,0.2031,0.8,0.8661,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.675,1.0,0.6372,0.78,0.0,0.5938,0.5,0.2891,0.1429,0.41,0.0,0.2917,0.0,0.5,1.0,0.0,0.2031,0.8,0.7266,1.0,0.0,0.88,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2743,1.0,0.0,0.475,0.25,0.7266,0.2143,0.5,0.0,0.1458,0.0,0.5,1.0,0.0,0.2031,0.8,0.7795,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.15,0.0,0.8506,1.0,0.0,0.9219,0.0,0.4219,0.2143,0.5,0.0,0.2917,0.0,0.5,0.0,0.0,0.6063,0.8,0.3984,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.6932,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5398,0.5,0.325,1.0,1.0,0.0,1.0,1.0,0.6667,0.5,0.0,0.2143,0.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5814,1.0,1.0,0.8672,0.0,0.0,0.5398,0.2143,0.5,1.0,0.25,1.0,0.0,0.0,0.5952,0.8828,0.0,0.0,0.5,0.5,1.0,1.0,0.0341,0.0,0.5,1.0,0.7241,1.0,0.0,0.5547,0.3047,1.0,0.0,0.8906,0.2143,0.5,0.0,1.0,0.5
1.0,0.2,1.0,0.2083,1.0,0.5,0.0,0.0,0.9048,0.0,0.0,0.33,1.0,0.6458,0.0,0.5,1.0,1.0,0.894,0.4,0.4683,1.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5312,0.0,1.0,0.8125,1.0,0.6094,0.0,0.5398,0.2143,0.5,1.0,0.375,0.323,0.5,0.0,0.0,0.4609,1.0,0.881,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6797,0.6484,0.9141,1.0,0.5,0.6641,0.0,0.5398,0.2143,0.5,1.0,0.125,0.017,1.0,1.0,1.0,0.524,0.2,1.0,1.0,0.71,0.5,0.5,0.8182,0.0,1.0,0.0,0.5391,0.0,0.7656,1.0,0.0,0.5234,0.5,0.5398,0.5,0.5,1.0,0.5833,0.048,0.5,1.0,1.0,1.0,0.8,1.0,1.0,0.0,0.5,0.5,0.7273,0.22,0.0,0.0,0.9297,0.1406,0.6562,1.0,1.0,0.8281,0.0,0.5398,1.0,0.5,0.71,0.5,1.0,0.0,0.5,0.5,0.3562,0.1667,1.0,1.0,0.7812,0.5,1.0,0.25,0.1641,0.1429,0.5,1.0,1.0,0.0,1.0,1.0,0.8333,0.0,0.574,0.0,0.0,1.0,0.646,1.0,0.0,1.0,0.375,1.0,0.0,0.0,0.625,1.0,1.0,0.8828,0.0,0.5,0.9062,0.3571,0.5,1.0,1.0,0.0,0.0,1.0,0.8016,0.0,0.0078,0.0,0.5,0.5,0.09,1.0,0.7123,0.0,0.5,0.6484,0.0847,1.0,0.0,0.7812,0.0,1.0,0.25,0.6406,0.2143,0.5,0.0,1.0,0.5
1.0,0.3,0.5,0.0,0.4531,0.5,0.0,0.0,0.7,0.7,0.0,0.5398,1.0,0.0208,0.0,0.5,1.0,0.0,0.4346,0.8,1.0,1.0,0.0,0.5,0.5,0.7273,0.0,0.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,1.0,0.0833,0.0,0.5,1.0,0.0,0.4346,0.8,0.6016,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,1.0,0.0208,0.0,0.5,1.0,0.0,0.4346,0.8,0.6111,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,1.0,0.125,0.0,0.5,1.0,1.0,0.486,0.8,1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,0.5,0.5,0.0,0.0,0.625,0.5,0.5814,0.625,1.0,0.5,0.3556,0.5,1.0,0.75,0.5398,0.2143,0.5,0.5,1.0,0.0,1.0,1.0,0.8333,1.0,0.68,0.3571,0.0,1.0,1.0,1.0,0.4348,0.6875,0.8594,1.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5,0.5398,0.2143,0.5,1.0,1.0,0.0,0.0,0.0,0.4206,0.3633,0.25,0.0,0.5,0.5,0.5,0.0,0.0,0.1,0.5,0.5814,1.0,1.0,0.5,0.3556,0.0,1.0,0.0,0.5398,0.2143,0.5,0.75,1.0,0.0
1.0,1.0,0.5,0.2083,0.5556,0.5,0.0,0.0,1.0,1.0,0.0,0.33,1.0,0.0,0.0,0.5,1.0,1.0,0.4578,0.8,1.0,1.0,0.0,0.5,0.5,0.8636,0.0,1.0,1.0,0.0,0.0,0.0,0.25,1.0,0.6094,0.0,0.5398,0.2143,0.5,1.0,0.1875,0.123,0.5,0.0,1.0,0.322,1.0,0.8016,1.0,0.0,0.5,0.5,0.0455,0.0,0.0,1.0,0.0,0.6484,0.75,1.0,0.5,0.6641,0.0,0.5398,0.2143,1.0,0.0,0.125,0.02,0.525,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.6818,0.0,1.0,0.0,0.0,0.0,0.4219,1.0,0.0,0.5234,0.25,0.1406,0.5,0.5,0.0,0.0,0.136,0.5,1.0,0.0,1.0,0.8,0.3203,1.0,0.0,0.5,0.5,0.0,0.22,0.0,0.0,1.0,0.1406,0.6562,1.0,1.0,0.8281,0.0,0.5398,1.0,0.5,0.925,0.5,1.0,0.0,0.5,0.5,0.7422,0.0,1.0,1.0,0.0078,0.5,1.0,0.25,0.3203,0.1429,0.5,0.5,1.0,0.0,1.0,1.0,0.8333,0.0,0.228,0.0,0.0,1.0,0.71,1.0,0.0,1.0,0.375,1.0,0.0,0.0,0.625,1.0,1.0,0.8828,0.0,0.5,0.9062,0.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.2031,0.0,0.0,0.5,0.5,0.09,1.0,0.7123,0.0,0.5,0.6484,0.0847,1.0,0.0,0.7812,0.0,1.0,0.25,0.0078,0.2143,0.5,0.0,1.0,0.5
1.0,0.0,0.9896,0.2083,0.5714,0.5,0.0,0.0,0.7,0.0,1.0,1.0,1.0,0.0208,0.005,0.5,1.0,0.0,0.4346,0.8,1.0,1.0,0.0,0.66,0.5,0.0,0.0,1.0,1.0,0.2955,0.0,0.625,1.0,0.0,0.5795,0.75,0.5398,0.3571,0.5,1.0,0.3542,0.001,0.5,1.0,0.0,0.4346,0.8,0.7302,1.0,0.37,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5455,1.0,0.0,0.9205,0.5,0.5398,0.5714,0.5,1.0,0.6667,0.002,0.5,1.0,0.0,0.4346,0.8,0.7778,0.0,0.51,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.75,1.0,1.0,0.9205,0.75,0.5398,0.6429,0.5,1.0,1.0,0.003,0.5,1.0,0.0,0.4346,0.8,0.7143,0.0,0.0,0.5,0.5,0.8636,1.0,0.0,1.0,0.0,0.0,0.7045,1.0,0.0,0.8182,0.75,0.5398,0.3571,0.5,0.5,0.5,1.0,0.8409,0.625,0.5,1.0,1.0,1.0,0.0,0.3556,0.5,1.0,0.25,0.5398,0.2143,0.5,1.0,1.0,0.913,1.0,1.0,0.8333,1.0,0.52,0.2857,0.0,0.0,0.294,1.0,0.4783,1.0,0.5,1.0,0.6477,0.0,1.0,1.0,0.0,0.3556,0.0,0.25,0.4609,0.2143,0.725,1.0,1.0,0.0,0.0,1.0,0.6746,0.1942,0.75,0.0,0.5,0.5,0.595,1.0,0.8295,0.0,0.5,0.1591,1.0,1.0,1.0,0.3556,0.0,1.0,0.0,0.5398,0.2143,0.5,0.0,1.0,0.5
1.0,0.3,0.25,0.0,0.5159,0.5,0.0,0.0,0.4961,0.7,0.0,0.5398,1.0,0.0208,0.0,0.5,1.0,0.0,0.4346,0.8,1.0,1.0,0.0,0.5,0.5,0.7273,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2188,0.0,0.5398,0.2143,0.5,1.0,0.0833,0.0,0.5,1.0,0.0,0.4346,0.8,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,1.0,0.0208,0.0,0.5,1.0,0.0,0.4346,0.8,0.6953,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,1.0,0.125,0.0,0.5,1.0,0.0,0.4346,0.8,0.5984,1.0,0.0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,0.49,0.5,0.0,0.0,0.625,0.5,0.5814,0.625,1.0,0.5,0.3556,0.5,1.0,0.75,0.5398,0.2143,0.5,0.5,1.0,0.0,1.0,1.0,0.8333,1.0,0.68,0.3571,0.0,1.0,1.0,1.0,0.4348,0.8281,0.5,1.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.5,0.5398,0.2143,0.5,1.0,1.0,0.0,0.0,0.0,0.315,0.3633,0.25,0.0,0.5,0.5,0.5,0.0,0.0,0.1,0.5,0.5814,1.0,1.0,0.5,0.3556,0.0,1.0,0.0,0.5398,0.2143,0.5,0.0,1.0,0.5
1.0,0.8,0.0,1.0,0.2937,0.5,0.0,0.0,0.0,0.99,1.0,0.288,1.0,0.0,0.0,0.5,1.0,1.0,0.332,0.8,1.0,1.0,0.0,1.0,0.5,0.6364,0.0,1.0,1.0,0.0,0.0,0.3906,1.0,0.0,0.0,0.0,0.5398,0.2143,0.5,1.0,0.2292,0.565,0.5,1.0,0.0,0.168,0.8,1.0,1.0,0.0,0.5,0.5,0.9091,0.0,1.0,1.0,0.0,0.0,0.3359,0.8438,0.0,0.0,0.25,1.0,0.2143,0.5,1.0,0.0625,0.0,0.5,1.0,0.0,0.0,0.6,1.0,1.0,0.0,0.755,0.5,0.8182,0.0,1.0,1.0,0.0,0.0,0.7031,1.0,0.0,0.0,0.25,0.5469,0.2143,0.5,1.0,1.0,0.623,0.5,1.0,1.0,0.144,1.0,1.0,1.0,0.0,0.55,0.5,0.0,0.37,1.0,1.0,0.0,0.0,0.2812,1.0,0.0,0.0,0.25,0.0,0.2143,0.5,0.185,0.5,1.0,0.7123,1.0,0.5,0.0625,1.0,1.0,0.5,0.3556,0.5,1.0,0.0,0.5398,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.8333,1.0,0.0,0.4286,0.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.9531,1.0,0.0,0.3556,0.0,0.0,0.5398,0.2143,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.5,0.7656,0.9922,1.0,0.0,0.0,0.0,1.0,0.25,0.125,0.2143,0.5,0.0,1.0,0.5
1.0,0.8,0.5,0.2083,0.5781,0.5,0.0,0.26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.2031,0.8,1.0,1.0,0.0,0.44,0.5,0.4091,0.0,1.0,0.0,0.5,1.0,0.6953,1.0,0.0,0.6668,0.0,0.2891,0.3571,0.32,1.0,0.0,0.0,0.5,1.0,0.0,0.2031,0.8,0.7857,1.0,0.0,0.44,0.5,0.0,0.0,1.0,1.0,0.6172,1.0,0.8125,1.0,0.0,0.6668,0.0,0.7266,0.2143,0.32,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.8,0.9603,1.0,0.0,0.5,0.5,0.0455,0.0,0.0,0.0,0.3828,1.0,0.7652,1.0,0.0,0.0,0.0,0.4219,0.2143,0.5,0.0,0.0,0.002,0.5,0.0,0.0,0.6063,0.8,0.6349,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3556,0.0,0.5398,0.2143,0.5,0.5,0.5,0.0,0.3864,0.5,0.5,0.5,0.6979,1.0,0.4688,0.3068,0.0,1.0,0.0,0.5398,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.574,0.2143,0.0,1.0,0.022,1.0,0.0,1.0,0.5,0.0,0.375,1.0,0.7866,1.0,1.0,0.2344,0.0,0.0,0.5398,0.2143,1.0,1.0,1.0,0.0,0.0,1.0,0.0267,0.3188,0.5,0.0,0.5,0.5,1.0,0.0,0.3977,1.0,0.5,0.6732,0.9062,1.0,0.1875,0.6868,1.0,1.0,0.0,0.5398,0.2143,0.32,0.0,1.0,0.5
1.0,0.2,0.5,0.2083,0.3333,0.5,0.62,0.0,1.0,0.0,0.0,0.6954,1.0,0.0,0.659,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.585,0.5,0.0909,0.0,1.0,1.0,0.0,0.2891,1.0,0.9922,1.0,0.7422,0.5,0.0,0.3571,0.505,1.0,0.0,1.0,0.5,1.0,0.0,0.3594,1.0,0.1587,1.0,0.25,0.605,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.7344,1.0,0.0,0.8281,0.5,0.6484,0.2857,0.5,1.0,0.2292,0.0,0.5,1.0,0.0,0.1797,0.0,1.0,1.0,0.0,0.575,0.675,0.5,0.0,1.0,0.0,0.0,0.0,0.7266,1.0,1.0,0.8906,0.5,0.5398,0.2143,0.73,1.0,0.0,1.0,0.5,1.0,0.0,0.1,0.6,0.5703,1.0,0.0,0.725,0.5,0.8182,0.0,1.0,0.0,0.0,0.0,0.75,1.0,0.7891,0.7656,0.0,0.5398,0.2143,0.5,0.505,1.0,0.0,0.0,0.625,0.5,0.5814,0.625,1.0,0.5,0.3556,0.5,1.0,0.0,0.5398,0.2143,0.5,1.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,0.2143,0.3438,1.0,1.0,1.0,0.0,1.0,0.6562,1.0,0.0,0.0,0.9415,1.0,1.0,0.7031,0.0,0.0,0.5398,0.2143,0.6,1.0,1.0,0.0,0.0,0.0,0.8254,0.6609,0.0,0.0,0.5,0.75,0.855,0.0,0.0,0.5625,0.5,0.7734,1.0,1.0,0.0,0.6719,0.0,1.0,0.0,0.5398,0.2143,0.5,0.0,1.0,0.5
1.0,1.0,0.5,0.2083,0.3288,0.5,0.0,0.0,0.7,1.0,1.0,0.4954,1.0,0.0,0.0,0.5,1.0,0.0,0.4346,0.8,1.0,1.0,0.0,0.5,0.5,0.4545,0.0,1.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.4554,0.0,0.5398,0.2143,0.5,1.0,0.0208,0.002,0.5,1.0,0.0,0.4346,0.8,1.0,1.0,0.0,0.5,0.5,0.4545,0.0,1.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.4554,0.0,0.5398,0.2143,0.5,1.0,0.0417,0.004,0.5,1.0,0.0,0.4346,0.8,1.0,1.0,0.0,0.5,0.5,0.4545,0.0,1.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.4554,0.0,0.5398,0.2143,0.5,1.0,0.0833,0.008,0.5,1.0,0.0,0.4346,0.8,1.0,1.0,0.0,0.5,0.5,0.4545,0.0,1.0,0.0,0.0,0.0,0.5814,1.0,1.0,0.4554,0.0,0.5398,0.2143,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.7277,1.0,1.0,0.5,0.3556,0.5,1.0,0.0,0.5398,0.2143,0.5,1.0,1.0,0.0,1.0,1.0,0.1667,1.0,0.0787,0.3571,0.0,1.0,0.25,1.0,0.0,1.0,0.5,0.0,0.7546,0.0,0.5814,1.0,1.0,0.3556,0.0,0.0,0.5398,0.2143,0.5,1.0,1.0,0.0,0.0,0.0,0.4663,0.6609,0.0,0.0,0.5,0.5,0.8,1.0,0.0,0.1,0.5,0.937,1.0,1.0,0.4,0.3556,0.0,1.0,0.0,0.5398,0.2143,0.5,0.0,1.0,0.5
1.0,0.3,0.125,0.0833,0.4444,0.5,0.14,0.2,1.0,0.0,0.0,0.5398,1.0,0.3125,0.008,0.4375,1.0,0.0,0.4346,0.8,1.0,1.0,0.0,0.635,0.5,1.0,0.81,1.0,0.0,0.8583,0.0,0.9606,1.0,0.4766,0.7812,0.0,0.5398,0.3571,0.5,1.0,0.0208,0.0,0.2969,1.0,0.0,0.4346,0.8,0.0,1.0,0.0,0.955,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.4922,1.0,0.125,0.9062,0.0,0.5398,0.3571,0.39,1.0,0.3542,0.0,0.5,1.0,0.0,0.4346,0.4,0.9048,1.0,0.0,0.86,0.605,1.0,0.42,0.0,1.0,0.8583,0.0,0.9606,1.0,0.25,0.7812,0.0,0.5398,0.2143,0.5,1.0,0.2917,0.0,0.5,1.0,1.0,0.124,0.6,0.3571,1.0,0.0,0.61,0.5,0.0,0.0,1.0,1.0,0.6562,0.0,0.7969,1.0,0.0,0.875,0.5,0.5398,0.8571,0.345,0.5,0.5,1.0,0.5781,0.4375,0.5,0.3594,0.7812,1.0,0.5208,0.3556,0.5,1.0,0.5,0.3672,0.2143,0.5,0.7222,1.0,0.0,1.0,0.0,1.0,0.5,0.604,0.2143,0.0,1.0,0.328,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5814,1.0,1.0,0.3556,0.0,0.0,0.5398,0.2143,0.5,1.0,1.0,0.0,0.0,0.0,0.5234,0.4967,0.0,0.0,0.61,0.5,0.88,0.0,0.7812,0.125,0.5,0.9606,1.0,1.0,0.3516,0.8516,1.0,1.0,0.0,0.3828,0.1429,0.645,0.75,1.0,0.3203
