DeviceOn, Algorithm, Transpose, PBRange, Volume, Panorama, Pan<Key, Pan<Rnd, Tone, Spread, GlideOn, GlideTime, Osc-AOn, ACoarse, AFine, AFreq<Vel, AQuantize, AFixOn, AFixFreq, AFixFreqMul, Osc-ALevel, Osc-ARetrig, Osc-APhase, Osc-ALev<Vel, Osc-ALev<Key, Osc-AWave, Osc-AFeedb, Osc-A<Pe, Osc-A<LFO, AeAttack, AeInit, AeDecay, AePeak, AeSustain, AeRelease, AeMode, AeLoop, AeRetrig, AeR<Vel, Osc-BOn, BCoarse, BFine, BFreq<Vel, BQuantize, BFixOn, BFixFreq, BFixFreqMul, Osc-BLevel, Osc-BRetrig, Osc-BPhase, Osc-BLev<Vel, Osc-BLev<Key, Osc-BWave, Osc-BFeedb, Osc-B<Pe, Osc-B<LFO, BeAttack, BeInit, BeDecay, BePeak, BeSustain, BeRelease, BeMode, BeLoop, BeRetrig, BeR<Vel, Osc-COn, CCoarse, CFine, CFreq<Vel, CQuantize, CFixOn, CFixFreq, CFixFreqMul, Osc-CLevel, Osc-CRetrig, Osc-CPhase, Osc-CLev<Vel, Osc-CLev<Key, Osc-CWave, Osc-CFeedb, Osc-C<Pe, Osc-C<LFO, CeAttack, CeInit, CeDecay, CePeak, CeSustain, CeRelease, CeMode, CeLoop, CeRetrig, CeR<Vel, Osc-DOn, DCoarse, DFine, DFreq<Vel, DQuantize, DFixOn, DFixFreq, DFixFreqMul, Osc-DLevel, Osc-DRetrig, Osc-DPhase, Osc-DLev<Vel, Osc-DLev<Key, Osc-DWave, Osc-DFeedb, Osc-D<Pe, Osc-D<LFO, DeAttack, DeInit, DeDecay, DePeak, DeSustain, DeRelease, DeMode, DeLoop, DeRetrig, DeR<Vel, Time, Time<Key, PeOn, PeAttack, PeInit, PeASlope, PeDecay, PePeak, PeDSlope, PeSustain, PeRelease, PeEnd, PeRSlope, PeMode, PeLoop, PeRetrig, PeR<Vel, PeAmount, PeAmtA, PeDstB, PeAmtB, LFOOn, LFOType, LFORange, LFORate, LFOSync, LFOR<K, LFORetrigger, LFOAmt, LFOAmtA, LFODstB, LFOAmtB, LFO<Vel, LFO<Pe, LeAttack, LeInit, LeDecay, LePeak, LeSustain, LeRelease, LeEnd, LeMode, LeLoop, LeRetrig, LeR<Vel, FilterOn, FilterType, FilterCircuit-LP/HP, FilterCircuit-BP/NO/Morph, FilterSlope, FilterFreq, FilterRes, FilterMorph, FilterDrive, Filt<Vel, Filt<Key, FeAmount, Filt<LFO, FeAttack, FeInit, FeASlope, FeDecay, FePeak, FeDSlope, FeSustain, FeRelease, FeEnd, FeRSlope, FeMode, FeLoop, FeRetrig, FeR<Vel, ShaperType, ShaperMix, ShaperDrive,
1.0000, 7.0000, 0.0000, 12.0000, 0.6825, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.6200, 1.0000, 1.0000, 0.0000, 0.0000, 1.0000, 1.0000, 0.6660, 1.0000, 0.8148, 1.0000, 0.0000, -10.0000, 0.0000, 22.0000, 0.0000, 0.0000, 1.0000, 0.6591, 1.0000, 0.4886, 0.9531, 1.0294698427060212e-07, 0.4091, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 0.6634, 1.0000, 0.0000, 0.0000, 0.0000, 22.0000, 60.0000, 1.0000, 1.0000, 0.0000, 1.0294698427060212e-07, 0.6818, 1.0000, 0.5625, 0.5455, 0.0000, 0.5398, 3.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 1.0000, 1.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 1.0294698427060212e-07, 0.5890, 1.0000, 1.0000, 0.0959, 0.0000, 0.5398, 3.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.3500, 5.0000, 1.0294698427060212e-07, 1.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 1.0294698427060212e-07, 0.7123, 1.0000, 1.0000, 0.3562, 0.0000, 0.5398, 3.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, -48.0000, -0.9375, 0.2344, 48.0000, 0.3125, 0.0000, 0.3516, 0.0000, 0.8906, 0.0000, 0.5398, 3.0000, 0.0000, 0.5556, 100.0000, 0.0000, 100.0000, 1.0000, 2.0000, 0.0000, 99.3140, 3.0000, 0.0000, 1.0000, 0.4300, 100.0000, 0.0000, 100.0000, 0.0000, 0.0000, 0.0000, 1.0294698427060212e-07, 0.5790, 1.0000, 1.0000, 0.9886, 1.0294698427060212e-07, 0.0000, 0.5398, 3.0000, 6.0000, 1.0000, 4.0000, 0.0000, 0.0000, 1.0000, 0.3181, 0.6151, 0.0000, 0.0000, 53.0000, 0.0000, 52.0000, 0.0000, 0.5461, 1.0000, 0.4359, 0.6364, 0.4141, 1.0000, 0.0000, 1.0000, 0.0000, -1.0000, 0.0000, 0.5398, 3.0000, -42.0000, 0.0000, 100.0000, -12.0000,
1.0000, 7.0000, 0.0000, 5.0000, 0.7937, 0.0000, 0.0000, 0.0000, 0.7000, 100.0000, 0.0000, 0.5398, 1.0000, 1.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 0.8016, 1.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 1.0000, 0.0000, 1.0294698427060212e-07, 0.6255, 1.0000, 1.0294698427060212e-07, 0.5859, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 0.4724, 1.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 1.0000, 0.0000, 1.0294698427060212e-07, 0.5814, 1.0000, 1.0000, 0.3556, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 1.0000, 1.0000, 39.0000, 0.0000, 0.0000, 19.0000, 0.0000, 1.0000, 1.0000, 0.0000, 1.0294698427060212e-07, 0.6296, 1.0000, 1.0294698427060212e-07, 0.3556, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 0.3889, 1.0000, 0.0000, 0.0000, 0.0000, 9.0000, 0.0000, 1.0000, 1.0000, 0.0000, 1.0294698427060212e-07, 0.5860, 1.0000, 1.0294698427060212e-07, 0.3556, 0.0000, 0.5398, 3.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 12.0000, 0.0000, 0.5814, 12.0000, 1.0000, 0.0000, 0.3556, 0.0000, 1.0000, 0.0000, 0.5398, 3.0000, 0.0000, 0.0000, 100.0000, 0.0000, 100.0000, 0.0000, 0.0000, 0.0000, 102.6160, 3.0000, 0.0000, 1.0000, 0.0000, 100.0000, 0.0000, 100.0000, 0.0000, 1.0000, 0.0000, 1.0294698427060212e-07, 0.5814, 1.0000, 1.0000, 0.3556, 1.0294698427060212e-07, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 4.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.2124, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.7188, 1.0000, 1.0000, 0.0000, 0.5703, 0.0000, 1.0000, 0.0000, 0.5398, 3.0000, 0.0000, 0.0000, 100.0000, 0.0000,
1.0000, 7.0000, 0.0000, 5.0000, 0.7937, 0.0000, 0.0000, 0.0000, 0.7000, 100.0000, 0.0000, 0.5398, 1.0000, 1.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 0.8016, 1.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.3636, 0.0000, 0.6255, 0.9310, 1.0294698427060212e-07, 0.5859, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 0.4724, 1.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000, 0.5814, 1.0000, 1.0000, 0.3556, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 1.0000, 1.0000, 39.0000, 0.0000, 0.0000, 19.0000, 0.0000, 1.0000, 0.0000, 0.0781, 0.0000, 0.6296, 1.0000, 1.0294698427060212e-07, 0.3556, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 0.3889, 1.0000, 0.0000, 0.0000, 0.0000, 9.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000, 0.5860, 1.0000, 1.0294698427060212e-07, 0.3556, 0.0000, 0.5398, 3.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 12.0000, 0.0000, 0.5814, 12.0000, 1.0000, 0.0000, 0.3556, 0.0000, 1.0000, 0.0000, 0.5398, 3.0000, 0.0000, 0.0000, 100.0000, 0.0000, 100.0000, 1.0000, 0.0000, 0.0000, 57.4524, 3.0000, 0.0000, 0.0000, 0.6429, 100.0000, 0.0000, 100.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.5814, 1.0000, 1.0000, 0.3556, 0.0000, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 0.0000, 2.0000, 0.0000, 0.0000, 0.4841, 0.6448, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000, 0.7188, 1.0000, 1.0000, 0.0000, 0.5703, 0.0000, 1.0000, 0.0000, 0.5398, 3.0000, 0.0000, 0.0000, 100.0000, 0.0000,
1.0000, 7.0000, -12.0000, 5.0000, 0.7249, 0.0000, 0.0000, 0.0000, 0.9365, 0.0000, 0.0000, 0.5398, 1.0000, 1.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 1.0000, 1.0000, 0.0000, 26.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4141, 0.0000, 0.5814, 1.0000, 1.0000, 0.4297, 0.0000, 0.5398, 3.0000, 15.0000, 0.0000, 2.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 0.5814, 1.0000, 1.0000, 0.3556, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 2.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 0.6746, 1.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000, 0.5814, 1.0000, 1.0000, 0.3556, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 0.8500, 1.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000, 0.5814, 1.0000, 1.0000, 0.3556, 0.0000, 0.5398, 3.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 12.0000, 0.0000, 0.5814, 12.0000, 1.0000, 0.0000, 0.3556, 0.0000, 1.0000, 0.0000, 0.5398, 3.0000, 0.0000, 0.0000, 100.0000, 0.0000, 100.0000, 1.0000, 1.0000, 2.0000, 81.6429, 5.0000, 0.0000, 1.0000, 0.7969, 100.0000, 3.0000, 100.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.5814, 1.0000, 1.0000, 0.3556, 0.0000, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 4.0000, 0.0000, 0.0000, 0.0000, 0.8730, 0.4663, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.5814, 1.0000, 1.0000, 0.0000, 0.3556, 0.0000, 1.0000, 0.0000, 0.5398, 3.0000, 18.0000, 0.0000, 100.0000, 0.0000,
1.0000, 7.0000, 12.0000, 12.0000, 0.6094, 0.0000, 0.0000, 0.0000, 1.0000, 40.0000, 1.0000, 0.5440, 1.0000, 0.0000, 0.0000, 0.0000, 1.0000, 1.0000, 0.4346, 0.0000, 0.7857, 1.0000, 10.0000, 14.0000, -15.0000, 22.0000, 0.0000, 0.0000, 0.0000, 0.3068, 0.0000, 0.0000, 0.9828, 0.0000, 0.0630, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 1.0000, 1.0000, 0.0000, 0.0000, 0.0000, 22.0000, 93.0000, 0.0000, 0.0000, 0.5227, 0.0000, 0.8750, 1.0000, 0.0000, 0.0000, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000, 1.0000, 1.0000, 0.4346, 0.0000, 1.0000, 1.0000, 10.0000, 14.0000, -15.0000, 22.0000, 0.0000, 0.0000, 0.0000, 0.5455, 0.3966, 1.0000, 1.0000, 0.0000, 0.0630, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 0.0000, 18.0000, 0.0000, 1.0000, 0.0000, 0.3500, 5.0000, 0.5608, 1.0000, 0.0000, 11.0000, -12.0000, 22.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 1.0000, 1.0000, 0.0000, 0.0000, 0.5398, 3.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.6818, 48.0000, 1.0000, 0.8409, 27.0000, 0.9200, -48.0000, 0.6023, -46.0000, 1.0000, 0.0000, 0.5398, 3.0000, -18.0000, 1.0000, 100.0000, 10.0000, 100.0000, 1.0000, 0.0000, 0.0000, 107.8492, 3.0000, 0.0000, 0.0000, 0.6587, 100.0000, 0.0000, 100.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.5790, 1.0000, 1.0000, 1.0000, 0.0000, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 0.0000, 4.0000, 0.0000, 0.0000, 0.0000, 0.5655, 0.0000, 0.0000, 23.0000, 0.0000, 50.0000, 1.0000, 0.3633, 0.0000, -0.8438, 0.7045, 1.0000, 1.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.5398, 3.0000, -31.0000, 0.0000, 100.0000, -7.3125,
1.0000, 7.0000, 12.0000, 12.0000, 0.5159, 0.0000, 0.0000, 0.0000, 1.0000, 40.0000, 1.0000, 0.5440, 1.0000, 0.0000, 0.0000, 0.0000, 1.0000, 1.0000, 0.4346, 0.0000, 0.7857, 1.0000, 10.0000, 14.0000, -15.0000, 22.0000, 0.0000, 0.0000, 0.0000, 0.3068, 0.0000, 0.0000, 0.9828, 0.0000, 0.0000, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 1.0000, 1.0000, 0.0000, 0.0000, 0.0000, 22.0000, 93.0000, 0.0000, 0.0000, 0.5227, 0.0000, 0.8750, 1.0000, 0.0000, 0.0000, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000, 1.0000, 1.0000, 0.4346, 0.0000, 1.0000, 1.0000, 10.0000, 14.0000, -15.0000, 22.0000, 0.0000, 0.0000, 0.0000, 0.5455, 0.3966, 1.0000, 1.0000, 0.0000, 0.0000, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 0.0000, 18.0000, 0.0000, 1.0000, 0.0000, 0.3500, 5.0000, 0.5608, 1.0000, 0.0000, 11.0000, -12.0000, 22.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 1.0000, 1.0000, 0.0000, 0.0000, 0.5398, 3.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.6818, 48.0000, 1.0000, 0.8409, 27.0000, 0.9200, -48.0000, 0.6023, -46.0000, 1.0000, 0.0000, 0.5398, 3.0000, -18.0000, 1.0000, 100.0000, 10.0000, 100.0000, 1.0000, 0.0000, 2.0000, 79.6270, 5.0000, 0.0000, 1.0000, 1.0000, 100.0000, 0.0000, 100.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.5790, 1.0000, 1.0000, 1.0000, 0.0000, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 0.0000, 4.0000, 0.0000, 0.0000, 0.1111, 0.5655, 0.0000, 0.0000, 23.0000, 0.0000, 50.0000, 1.0000, 0.5914, 0.0000, -0.8438, 1.0000, 0.2069, 1.0000, 1.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.5398, 3.0000, -31.0000, 0.0000, 100.0000, -7.3125,
1.0000, 5.0000, 12.0000, 2.0000, 0.5635, 0.0000, 15.0000, 22.0000, 0.5873, 0.0000, 0.0000, 0.5398, 1.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 1.0000, 1.0000, 0.0000, 31.0000, -71.0000, 0.0000, 0.0000, 1.0000, 1.0000, 0.0000, 1.0294698427060212e-07, 0.6641, 1.0000, 0.5312, 0.6328, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 0.7143, 1.0000, 0.0000, 5.0000, -58.0000, 22.0000, 0.0000, 0.0000, 1.0000, 0.0000, 1.0294698427060212e-07, 0.5433, 1.0000, 0.1797, 0.6406, 0.0000, 0.5398, 3.0000, -22.0000, 1.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 1.0000, 1.0000, 0.0000, 70.0000, 0.0000, 22.0000, 0.0000, 0.0000, 1.0000, 0.0000, 1.0294698427060212e-07, 0.3516, 1.0000, 0.4688, 0.6875, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 7.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 1.0000, 1.0000, 0.0000, 0.0000, 0.0000, 22.0000, 0.0000, 0.0000, 1.0000, 0.0000, 1.0294698427060212e-07, 0.9141, 1.0000, 1.0294698427060212e-07, 0.7109, 0.0000, 0.5398, 3.0000, -31.0000, 0.0000, 0.0000, 1.0000, 0.0000, 12.0000, 0.0000, 0.2578, 48.0000, 1.0000, 3.0000, 0.3556, 0.0000, 1.0000, 0.0000, 0.5398, 3.0000, 0.0000, 0.0000, 100.0000, 0.0000, 100.0000, 1.0000, 0.0000, 0.0000, 102.8700, 3.0000, 0.0000, 1.0000, 0.3240, 100.0000, 0.0000, 100.0000, 0.0000, 0.0000, 0.0000, 1.0294698427060212e-07, 0.5814, 1.0000, 1.0000, 0.3556, 1.0294698427060212e-07, 0.0000, 0.5398, 3.0000, 0.0000, 0.0000, 4.0000, 0.0000, 0.0000, 1.0000, 0.3095, 0.0000, 0.0000, 0.0000, 22.0000, 0.0000, 91.0000, 0.0000, 0.3182, 0.0000, 0.0000, 0.2126, 1.0000, 1.0000, 0.0000, 0.6641, 0.0000, 1.0000, 0.0000, 0.5398, 3.0000, 16.0000, 1.0000, 100.0000, -12.0000,
1.0000, 8.0000, 12.0000, 5.0000, 0.8254, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.3300, 1.0000, 2.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 0.6190, 1.0000, 0.0000, 0.0000, 0.0000, 22.0000, 0.0000, 0.0000, 1.0000, 0.0000, 1.0294698427060212e-07, 0.0000, 0.2500, 1.0000, 0.6094, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.0000, 2.0000, 1.0000, 1.0000, 0.0000, 0.0000, 0.0000, 22.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.2969, 0.2188, 1.0000, 1.0000, 0.3125, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 1.0000, 0.0000, 0.4683, 1.0000, 48.0000, 0.0000, 0.0000, 22.0000, 0.0000, 1.0000, 1.0000, 0.0000, 1.0294698427060212e-07, 0.0000, 1.0000, 1.0000, 0.6250, 0.0000, 0.5398, 14.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.2200, 4.0000, 1.0000, 1.0000, 0.0000, 0.0000, 0.0000, 0.0000, 100.0000, 0.0000, 1.0000, 0.2955, 0.1406, 0.4091, 1.0000, 1.0000, 0.6094, 0.0000, 0.5398, 14.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.2877, -48.0000, 0.0000, 0.9688, -31.0000, 1.0000, -48.0000, 0.7812, 0.0000, 1.0000, 1.0000, 0.1797, 2.0000, 0.0000, 0.0000, 100.0000, 0.0000, 100.0000, 1.0000, 0.0000, 1.0000, 24.6380, 3.0000, 0.0000, 1.0000, 0.3960, 100.0000, 0.0000, 100.0000, -0.2500, 0.0000, 0.0000, 1.0294698427060212e-07, 0.8281, 0.4688, 0.5547, 0.8828, 1.0294698427060212e-07, 2.0000, 0.9062, 5.0000, 0.0000, 1.0000, 4.0000, 0.0000, 0.0000, 0.0000, 0.3492, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 100.0000, 1.0000, 0.2273, 0.0000, 0.0000, 0.7109, 0.0000, 1.0000, 0.0000, 0.6719, 0.0000, 1.0000, 0.0000, 0.5398, 4.0000, 0.0000, 0.0000, 100.0000, 0.0000,
1.0000, 7.0000, 12.0000, 12.0000, 0.5159, 0.0000, 0.0000, 0.0000, 0.6984, 0.0000, 0.0000, 0.6954, 1.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 1.0000, 1.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 1.0000, 0.0000, 1.0294698427060212e-07, 0.1463, 1.0000, 1.0000, 0.6330, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 0.6614, 1.0000, 50.0000, 0.0000, 0.0000, 10.0000, 0.0000, 1.0000, 1.0000, 0.0000, 1.0294698427060212e-07, 0.1463, 1.0000, 1.0000, 1.0000, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 0.0000, 3.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 1.0000, 1.0000, 72.0000, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 1.0000, 0.0000, 1.0294698427060212e-07, 0.1463, 1.0000, 1.0000, 0.6330, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 0.0000, 3.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 0.6614, 1.0000, 0.0000, 0.0000, 0.0000, 10.0000, 0.0000, 1.0000, 1.0000, 0.0000, 1.0294698427060212e-07, 0.1463, 1.0000, 1.0000, 1.0000, 0.0000, 0.5398, 3.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000, 0.2217, 48.0000, 1.0000, 0.0000, 0.3556, 0.0000, 1.0000, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 100.0000, 0.0000, 100.0000, 1.0000, 0.0000, 0.0000, 89.4080, 3.0000, 0.0000, 1.0000, 0.0340, 100.0000, 0.0000, 100.0000, 0.0000, 1.0000, 0.0000, 1.0294698427060212e-07, 0.5814, 1.0000, 1.0000, 1.0000, 1.0294698427060212e-07, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 4.0000, 0.0000, 0.0000, 0.0000, 0.2460, 0.2665, 0.0000, 0.0000, 85.0000, 0.0000, 81.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.7799, 1.0000, 1.0000, 0.0000, 0.6712, 0.0000, 1.0000, 0.0000, 0.5398, 3.0000, -20.0000, 0.0000, 100.0000, 0.0000,
1.0000, 3.0000, 0.0000, 12.0000, 0.5952, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.0000, 2.0000, 1.0000, 1.0000, 0.0000, 44.0000, 0.0000, 0.0000, 0.0000, 1.0000, 1.0000, 0.4545, 0.6250, 0.6562, 1.0000, 0.8661, 0.5619, 0.0000, 0.7109, 3.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 1.0000, 1.0000, 0.0000, 2.0000, 0.5984, 1.0000, 0.0000, 44.0000, 0.0000, 11.0000, 0.0000, 1.0000, 1.0000, 0.0490, 1.0294698427060212e-07, 0.5814, 1.0000, 0.8661, 1.0000, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 1.0000, 1.0000, 0.0000, 2.0000, 0.5781, 1.0000, 0.0000, 44.0000, 0.0000, 8.0000, 0.0000, 1.0000, 1.0000, 0.0490, 1.0294698427060212e-07, 0.8605, 1.0000, 0.8661, 1.0000, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 1.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.4346, 4.0000, 0.6220, 1.0000, 0.0000, 20.0000, 0.0000, 0.0000, 0.0000, 1.0000, 1.0000, 0.7808, 0.8814, 0.9446, 1.0000, 0.2422, 0.5890, 0.0000, 0.8672, 14.0000, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 2.0000, 0.0000, 1.0000, 2.0000, 1.0000, 2.0000, 1.0000, 0.0000, 1.0000, 0.0000, 0.5398, 3.0000, 0.0000, 0.0000, 100.0000, 0.0000, 100.0000, 0.0000, 0.0000, 0.0000, 91.2812, 3.0000, 0.0000, 1.0000, 0.0781, 100.0000, 0.0000, 100.0000, 0.0000, 1.0000, 0.0000, 1.0294698427060212e-07, 0.5814, 1.0000, 1.0000, 1.0000, 1.0294698427060212e-07, 0.0000, 0.5398, 3.0000, 0.0000, 1.0000, 4.0000, 0.0000, 0.0000, 1.0000, 0.2520, 0.4966, 0.0000, 0.0000, 60.0000, 0.0000, 82.0000, 0.0000, 0.0671, 0.0000, 0.0000, 0.9062, 1.0000, 1.0000, 0.0000, 0.6849, 0.0000, 1.0000, 0.0000, 0.5398, 3.0000, 45.0000, 0.0000, 100.0000, 0.0000,
